Order_ID,Service_Type,Courier_ID,Courier_Name,Hub_Origin,Store_Latitude,Store_Longitude,Destination_Address,Destination_City,Drop_Latitude,Drop_Longitude,Courier_Live_Lat,Courier_Live_Long,Order_Date,Order_Time,Pickup_Time,Weight_Kg,Dimensions_Cm,Special_Handling,Temperature_C,Weather,Traffic,Vehicle,Delivery_Status,SLA_Deadline,Delivery_Time_Minutes,SLA_Remaining_Minutes,SLA_Status,Category
100024000828,Regular,STR-JKT-003,Rizky Pratama,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Sudirman No. 45, RT 01/RW 07",Jakarta Utara,-6.076388,106.928769,-6.103966,106.898458,2026-09-20,12:53:00,13:53:00,0.5,35x22x21,Standard,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 13:53:00,1440,1403,SAFE,Perlengkapan Rumah
100024000829,Mini Cargo,STR-JKT-008,Bayu Nugroho,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Raya Darmo No. 55, RT 05/RW 08",Jakarta Pusat,-6.119692,106.744549,-6.15735,106.781419,2026-09-18,13:35:00,14:24:00,18.9,47x31x29,Bulky_UMKM,N/A,Cerah,Macet Total,Motorcycle,Incident_Reported,2026-09-20 14:24:00,2880,-6,BREACHED,Tekstil & Garmen
100024000830,Next Day,STR-DPK-001,Indra Gunawan,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Ir. H. Djuanda No. 120, RT 09/RW 09",Bekasi,-6.227912,106.999182,-6.213408,106.994922,2026-09-20,09:31:00,10:23:00,7.9,17x21x10,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-21 10:23:00,1440,1193,SAFE,Elektronik Kecil
100024000831,Same Day,STR-TGR-001,Rian Kusuma,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Gatot Subroto Kav. 22, RT 03/RW 07",Jakarta Barat,-6.179803,106.825492,-6.187329,106.776942,2026-09-20,18:59:00,19:19:00,4.3,20x22x10,Same_Day_Priority,N/A,Cerah,Macet Total,Motorcycle,In_Transit,2026-09-21 03:19:00,480,769,SAFE,Snack & Makanan Kering
100024000832,Regular,STR-JKT-005,Eko Prasetyo,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Ahmad Yani No. 102, RT 02/RW 08",Surabaya,-7.283816,112.701677,-7.269345,112.74105,2026-09-20,00:11:00,01:00:00,7.5,27x29x15,Standard,N/A,Berawan,Sedang,Motorcycle,In_Transit,2026-09-21 01:00:00,1440,630,SAFE,Pakaian
100024000833,Mini Cargo,STR-BKS-001,Aditya Putra,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. Panjang No. 14, RT 03/RW 03",Bandung,-7.003561,107.570285,-6.986679,107.588169,2026-09-18,14:37:00,15:00:00,6.3,52x33x43,Bulky_UMKM,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 15:00:00,2880,30,MEDIUM_RISK,Bahan Makanan Kering UMKM
100024000834,Next Day,STR-JKT-001,Budi Santoso,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Sudirman No. 45, RT 03/RW 03",Jakarta Utara,-6.156273,106.9121,-6.142097,106.873939,2026-09-20,03:07:00,03:36:00,9.4,16x12x30,Standard,N/A,Cerah,Lancar,Motorcycle,Delivered,2026-09-21 03:36:00,1440,786,SAFE,Buku
100024000835,PHARMA,STR-JKT-008,Bayu Nugroho,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Raya Pajajaran No. 9, RT 03/RW 09",Bekasi,-6.2117,106.921609,-6.186758,106.965968,2026-09-20,01:55:00,02:55:00,0.34,17x17x18,BPOM_Pharma,16.4,Gerimis,Padat,Motorcycle,In_Transit,2026-09-20 14:55:00,720,25,MEDIUM_RISK,Obat Resep
100024000836,Regular,STR-JKT-002,Agus Prayitno,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Sudirman No. 45, RT 08/RW 02",Bekasi,-6.240067,107.046035,-6.209324,107.018586,2026-09-19,13:23:00,14:07:00,1.6,33x21x10,Standard,N/A,Banjir,Padat,Motorcycle,Incident_Reported,2026-09-20 14:07:00,1440,-23,BREACHED,Olahraga
100024000837,Regular,STR-JKT-013,Gilang Permana,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Juanda No. 34, RT 01/RW 03",Jakarta Barat,-6.215414,106.759778,-6.209689,106.762275,2026-09-17,13:55:00,14:46:00,10.3,15x25x18,Standard,N/A,Cerah,Padat,Van,In_Transit,2026-09-20 14:46:00,4320,16,MEDIUM_RISK,Pakaian
100024000838,Next Day,STR-JKT-011,Doni Kurniawan,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Margonda Raya No. 150, RT 09/RW 04",Tangerang Selatan,-6.274265,106.613974,-6.283573,106.629313,2026-09-20,04:15:00,05:09:00,9.6,39x13x23,Standard,N/A,Cerah,Sedang,Motorcycle,Assigned,2026-09-21 05:09:00,1440,879,SAFE,Pakaian
100024000839,Next Day,STR-TGR-001,Rian Kusuma,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Gatot Subroto Kav. 22, RT 01/RW 05",Jakarta Timur,-6.127381,106.842211,-6.169418,106.866858,2026-09-19,19:51:00,20:19:00,2.6,20x12x24,Standard,N/A,Cerah,Sedang,Motorcycle,Delivered,2026-09-20 20:19:00,1440,349,SAFE,Elektronik Kecil
100024000840,Cargo,STR-JKT-015,Ahmad Fauzi,HUB-TGR-BSD,-6.302143,106.652194,"Jl. TB Simatupang No. 30, RT 07/RW 09",Tangerang Selatan,-6.310844,106.655557,-6.310364,106.657001,2026-09-18,13:47:00,14:36:00,152.5,87x75x78,Heavy_Cargo,N/A,Banjir,Padat,Cargo_Truck,In_Transit,2026-09-20 14:36:00,2880,6,HIGH_RISK,Otomotif & Mesin
100024000841,Next Day,STR-BKS-001,Aditya Putra,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Pemuda No. 71, RT 07/RW 03",Jakarta Timur,-6.219709,106.845804,-6.212691,106.854406,2026-09-20,01:39:00,02:22:00,9.3,37x11x22,Standard,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 02:22:00,1440,712,SAFE,Elektronik Kecil
100024000842,Same Day,STR-JKT-008,Bayu Nugroho,HUB-TGR-BSD,-6.302143,106.652194,"Jl. M.H. Thamrin No. 12, RT 09/RW 06",Tangerang Selatan,-6.237614,106.604518,-6.265587,106.623259,2026-09-20,17:49:00,18:09:00,5.2,34x13x17,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,Delivered,2026-09-21 02:09:00,480,699,SAFE,Pakaian
100024000843,Next Day,STR-TGR-001,Rian Kusuma,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. Pemuda No. 71, RT 08/RW 07",Bandung,-6.892015,107.570685,-6.904763,107.578711,2026-09-19,13:30:00,14:29:00,7.3,26x17x20,Standard,N/A,Berawan,Padat,Motorcycle,Incident_Reported,2026-09-20 14:29:00,1440,-1,BREACHED,Elektronik Kecil
100024000844,Dokumen,STR-JKT-001,Budi Santoso,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Raya Darmo No. 55, RT 06/RW 01",Jakarta Selatan,-6.170572,106.878685,-6.207911,106.863518,2026-09-18,13:49:00,14:11:00,0.21,35x25x2,Secure_Document_Pouch,N/A,Hujan Deras,Padat,Motorcycle,In_Transit,2026-09-20 14:11:00,2880,-19,BREACHED,Dokumen Penting
100024000845,Mini Cargo,STR-BKS-001,Aditya Putra,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Juanda No. 34, RT 06/RW 01",Jakarta Timur,-6.137307,106.862488,-6.152775,106.869259,2026-09-18,15:34:00,16:34:00,28.1,57x29x34,Bulky_UMKM,N/A,Hujan Deras,Sedang,Motorcycle,Assigned,2026-09-20 16:34:00,2880,124,SAFE,Paket UMKM
100024000846,Dokumen,STR-JKT-002,Agus Prayitno,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Pemuda No. 71, RT 04/RW 05",Jakarta Selatan,-6.167704,106.878624,-6.186017,106.875239,2026-09-18,14:52:00,15:29:00,0.1,35x25x2,Secure_Document_Pouch,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-20 15:29:00,2880,59,SAFE,Dokumen Penting
100024000847,Regular,STR-JKT-006,Fajar Ramadhan,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Ir. H. Djuanda No. 120, RT 05/RW 02",Jakarta Pusat,-6.197864,106.815235,-6.192685,106.812294,2026-09-18,12:33:00,13:24:00,14.4,26x21x17,Standard,N/A,Cerah,Sedang,Van,In_Transit,2026-09-21 13:24:00,4320,1374,SAFE,Perlengkapan Rumah
100024000848,Regular,STR-BKS-001,Aditya Putra,HUB-BKS-HARAPANINDAH,-6.180215,106.984211,"Jl. Sudirman No. 45, RT 07/RW 07",Bekasi,-6.240322,106.922516,-6.229365,106.933801,2026-09-19,08:47:00,09:46:00,7.3,16x17x25,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-21 09:46:00,2880,1156,SAFE,Olahraga
100024000849,Dokumen,STR-JKT-003,Rizky Pratama,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Boulevard Barat Kelapa Gading, RT 04/RW 01",Jakarta Pusat,-6.165131,106.824166,-6.179354,106.820572,2026-09-18,14:01:00,14:16:00,0.57,35x25x2,Secure_Document_Pouch,N/A,Gerimis,Macet Total,Motorcycle,In_Transit,2026-09-20 14:16:00,2880,-14,BREACHED,Dokumen Penting
100024000850,Instant,STR-JKT-003,Rizky Pratama,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Senopati No. 18, RT 05/RW 02",Jakarta Selatan,-6.285385,106.815076,-6.251911,106.840988,2026-09-20,20:10:00,20:46:00,3.4,28x14x12,Instant_Direct,N/A,Cerah,Lancar,Motorcycle,Assigned,2026-09-20 23:46:00,180,556,SAFE,Minuman Segar
100024000851,Regular,STR-JKT-005,Eko Prasetyo,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Kebon Jeruk Raya No. 88, RT 01/RW 09",Jakarta Selatan,-6.215604,106.875365,-6.21582,106.868127,2026-09-19,04:43:00,05:12:00,13.3,18x12x22,Standard,N/A,Cerah,Lancar,Motorcycle,Assigned,2026-09-21 05:12:00,2880,882,SAFE,Kecantikan
100024000852,Instant,STR-BKS-001,Aditya Putra,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Raya Darmo No. 55, RT 09/RW 09",Jakarta Selatan,-6.256165,106.880291,-6.248132,106.875546,2026-09-21,07:54:00,08:23:00,3.7,23x19x10,Instant_Direct,N/A,Gerimis,Lancar,Motorcycle,Delivered,2026-09-21 10:23:00,120,1193,SAFE,Kebutuhan Pokok Cepat
100024000853,Regular,STR-BKS-001,Aditya Putra,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Gatot Subroto Kav. 22, RT 05/RW 08",Jakarta Timur,-6.15259,106.937769,-6.184631,106.897442,2026-09-17,15:05:00,15:55:00,2.0,40x21x15,Standard,N/A,Berawan,Lancar,Motorcycle,In_Transit,2026-09-20 15:55:00,4320,85,SAFE,Elektronik
100024000854,Regular,STR-JKT-004,Hendra Wijaya,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Asia Afrika No. 80, RT 02/RW 09",Jakarta Timur,-6.250362,106.925242,-6.233129,106.910216,2026-09-20,06:57:00,07:46:00,6.7,39x13x26,Standard,N/A,Berawan,Sedang,Van,In_Transit,2026-09-21 07:46:00,1440,1036,SAFE,Kecantikan
100024000855,Next Day,STR-JKT-013,Gilang Permana,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Senopati No. 18, RT 02/RW 07",Jakarta Barat,-6.157266,106.823242,-6.17205,106.802002,2026-09-19,16:17:00,16:36:00,9.2,30x27x29,Standard,N/A,Berawan,Sedang,Van,In_Transit,2026-09-20 16:36:00,1440,126,SAFE,Sepatu
100024000856,Same Day,STR-JKT-003,Rizky Pratama,HUB-JAKTIM-RAWAMANGUN,-6.194218,106.883905,"Jl. Pemuda No. 71, RT 01/RW 02",Jakarta Timur,-6.193025,106.895369,-6.191466,106.891497,2026-09-20,10:58:00,11:47:00,0.5,20x27x16,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 19:47:00,480,317,SAFE,Snack & Makanan Kering
100024000857,PHARMA,STR-JKT-008,Bayu Nugroho,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Panjang No. 14, RT 04/RW 03",Jakarta Pusat,-6.238903,106.876699,-6.200083,106.824938,2026-09-20,08:44:00,08:59:00,5.03,21x10x20,BPOM_Pharma,21.6,Berawan,Lancar,Motorcycle,In_Transit,2026-09-21 08:59:00,1440,1109,SAFE,Obat Resep
100024000858,Instant,STR-JKT-011,Doni Kurniawan,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Juanda No. 34, RT 08/RW 06",Jakarta Selatan,-6.256808,106.885339,-6.231419,106.860746,2026-09-20,16:07:00,16:25:00,3.6,11x14x7,Instant_Direct,N/A,Berawan,Lancar,Motorcycle,In_Transit,2026-09-20 19:25:00,180,295,SAFE,Kebutuhan Pokok Cepat
100024000859,Same Day,STR-JKT-003,Rizky Pratama,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Juanda No. 34, RT 08/RW 08",Jakarta Selatan,-6.200083,106.900807,-6.213855,106.871497,2026-09-21,02:21:00,03:02:00,5.5,15x30x15,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-21 11:02:00,480,1232,SAFE,Pakaian
100024000860,Mini Cargo,STR-JKT-011,Doni Kurniawan,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Asia Afrika No. 80, RT 04/RW 02",Jakarta Barat,-6.193757,106.752878,-6.189792,106.758073,2026-09-19,15:37:00,16:04:00,6.7,42x37x25,Bulky_UMKM,N/A,Cerah,Padat,Motorcycle,Delivered,2026-09-20 16:04:00,1440,94,SAFE,Tekstil & Garmen
100024000861,Same Day,STR-TGR-001,Rian Kusuma,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. BSD Raya Utama Blok A2, RT 08/RW 01",Jakarta Selatan,-6.225436,106.836689,-6.226294,106.847308,2026-09-20,19:39:00,20:31:00,5.7,26x21x11,Same_Day_Priority,N/A,Gerimis,Lancar,Motorcycle,In_Transit,2026-09-21 04:31:00,480,841,SAFE,Snack & Makanan Kering
100024000862,Cargo,STR-JKT-015,Ahmad Fauzi,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Pemuda No. 71, RT 04/RW 04",Jakarta Utara,-6.166402,106.800484,-6.162185,106.809979,2026-09-19,02:26:00,02:49:00,85.1,62x48x158,Heavy_Cargo,N/A,Cerah,Sedang,Cargo_Truck,In_Transit,2026-09-21 02:49:00,2880,739,SAFE,Furnitur
100024000863,Mini Cargo,STR-JKT-002,Agus Prayitno,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Ahmad Yani No. 102, RT 09/RW 06",Jakarta Barat,-6.21814,106.720501,-6.198678,106.752859,2026-09-18,19:50:00,20:14:00,22.4,45x44x50,Bulky_UMKM,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 20:14:00,2880,344,SAFE,Paket UMKM
100024000864,Dokumen,STR-JKT-011,Doni Kurniawan,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Kebon Jeruk Raya No. 88, RT 03/RW 05",Jakarta Barat,-6.16739,106.779866,-6.181982,106.77443,2026-09-18,20:58:00,21:27:00,0.84,35x25x2,Secure_Document_Pouch,N/A,Gerimis,Sedang,Motorcycle,In_Transit,2026-09-20 21:27:00,2880,417,SAFE,Dokumen Penting
100024000865,Frozen,STR-TGR-001,Rian Kusuma,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Asia Afrika No. 80, RT 08/RW 07",Jakarta Selatan,-6.18234,106.819048,-6.214712,106.849975,2026-09-20,05:02:00,06:02:00,5.0,38x23x30,Cold_Chain_-2_to_5C,0.7,Gerimis,Padat,Motorcycle,Incident_Reported,2026-09-20 14:02:00,480,-28,BREACHED,Buah & Sayuran Segar
100024000866,Cargo,STR-BKS-002,Bambang Sudrajat,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Kebon Jeruk Raya No. 88, RT 07/RW 06",Jakarta Utara,-6.107428,106.927403,-6.114893,106.912665,2026-09-19,23:59:00,00:19:00,136.8,54x67x76,Heavy_Cargo,N/A,Cerah,Padat,Cargo_Truck,In_Transit,2026-09-21 00:19:00,1440,589,SAFE,Otomotif & Mesin
100024000867,Same Day,STR-JKT-011,Doni Kurniawan,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Pemuda No. 71, RT 09/RW 02",Jakarta Selatan,-6.22062,106.91248,-6.220299,106.889431,2026-09-20,12:50:00,13:24:00,5.6,26x28x22,Same_Day_Priority,N/A,Berawan,Sedang,Motorcycle,Assigned,2026-09-20 21:24:00,480,414,SAFE,Gadget & Aksesoris
100024000868,Regular,STR-JKT-011,Doni Kurniawan,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Raya Darmo No. 55, RT 02/RW 05",Jakarta Pusat,-6.255945,106.866143,-6.212785,106.833778,2026-09-18,14:26:00,14:48:00,9.9,33x16x17,Standard,N/A,Gerimis,Lancar,Motorcycle,In_Transit,2026-09-20 14:48:00,2880,18,MEDIUM_RISK,Elektronik
100024000869,Same Day,STR-DPK-001,Indra Gunawan,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Juanda No. 34, RT 04/RW 02",Jakarta Utara,-6.178583,106.908762,-6.157726,106.886605,2026-09-21,05:55:00,06:19:00,5.0,18x25x21,Same_Day_Priority,N/A,Gerimis,Lancar,Motorcycle,Delivered,2026-09-21 14:19:00,480,1429,SAFE,Kosmetik
100024000870,Regular,STR-DPK-001,Indra Gunawan,HUB-BDG-BATUNUNGGAL,-6.953812,107.627419,"Jl. Panjang No. 14, RT 03/RW 07",Bandung,-6.961283,107.68568,-6.958935,107.657128,2026-09-18,07:22:00,08:20:00,1.0,30x16x30,Standard,N/A,Berawan,Lancar,Motorcycle,In_Transit,2026-09-21 08:20:00,4320,1070,SAFE,Elektronik
100024000871,Next Day,STR-JKT-004,Hendra Wijaya,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Raya Darmo No. 55, RT 07/RW 07",Tangerang Selatan,-6.249599,106.697044,-6.286407,106.665627,2026-09-20,04:33:00,04:57:00,3.1,16x30x11,Standard,N/A,Cerah,Sedang,Van,Assigned,2026-09-21 04:57:00,1440,867,SAFE,Elektronik Kecil
100024000872,PHARMA,STR-JKT-008,Bayu Nugroho,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. M.H. Thamrin No. 12, RT 01/RW 03",Jakarta Barat,-6.25607,106.830988,-6.214545,106.795911,2026-09-20,13:48:00,14:22:00,1.83,29x20x13,BPOM_Pharma,18.8,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 14:22:00,1440,1432,SAFE,Alat Kesehatan
100024000873,Next Day,STR-JKT-005,Eko Prasetyo,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Raya Pajajaran No. 9, RT 03/RW 01",Jakarta Barat,-6.151818,106.730407,-6.17152,106.754162,2026-09-19,13:55:00,14:51:00,5.4,27x15x10,Standard,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-20 14:51:00,1440,21,MEDIUM_RISK,Mainan Anak
100024000874,Dokumen,STR-TGR-001,Rian Kusuma,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. Kemang Raya No. 5, RT 04/RW 03",Depok,-6.333068,106.81087,-6.344055,106.817555,2026-09-18,14:33:00,14:59:00,0.94,35x25x2,Secure_Document_Pouch,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 14:59:00,2880,29,MEDIUM_RISK,Dokumen Penting
100024000875,Same Day,STR-JKT-012,Wahyu Hidayat,HUB-DPK-MARGONDA,-6.372841,106.832714,"Jl. TB Simatupang No. 30, RT 04/RW 07",Depok,-6.346074,106.878677,-6.355847,106.863884,2026-09-20,23:36:00,00:23:00,1.1,16x27x24,Same_Day_Priority,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 08:23:00,480,1073,SAFE,Pakaian
100024000876,Instant,STR-TGR-001,Rian Kusuma,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Sudirman No. 45, RT 08/RW 02",Jakarta Barat,-6.152483,106.812911,-6.16425,106.798576,2026-09-20,10:48:00,11:48:00,1.3,27x15x7,Instant_Direct,N/A,Cerah,Padat,Motorcycle,In_Transit,2026-09-20 14:48:00,180,18,MEDIUM_RISK,Kebutuhan Pokok Cepat
100024000877,Next Day,STR-JKT-004,Hendra Wijaya,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Kemang Raya No. 5, RT 04/RW 03",Jakarta Utara,-6.099363,106.862406,-6.122205,106.862069,2026-09-19,14:00:00,14:50:00,7.7,24x18x14,Standard,N/A,Gerimis,Sedang,Van,Assigned,2026-09-20 14:50:00,1440,20,MEDIUM_RISK,Elektronik Kecil
100024000878,Mini Cargo,STR-JKT-014,Ilham Saputra,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Boulevard Barat Kelapa Gading, RT 07/RW 01",Surabaya,-7.313812,112.796385,-7.305453,112.787576,2026-09-20,11:51:00,12:10:00,26.5,58x37x27,Bulky_UMKM,N/A,Hujan Deras,Lancar,Motorcycle,Assigned,2026-09-21 12:10:00,1440,1300,SAFE,Sparepart Motor
100024000879,Regular,STR-JKT-013,Gilang Permana,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Raya Pajajaran No. 9, RT 06/RW 04",Jakarta Selatan,-6.25757,106.881038,-6.243768,106.866451,2026-09-20,00:49:00,01:29:00,2.5,36x12x17,Standard,N/A,Berawan,Sedang,Van,In_Transit,2026-09-21 01:29:00,1440,659,SAFE,Kecantikan
100024000880,Next Day,STR-JKT-003,Rizky Pratama,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. Gatot Subroto Kav. 22, RT 06/RW 05",Jakarta Utara,-6.115516,106.827512,-6.121879,106.83695,2026-09-19,15:55:00,16:37:00,8.1,35x12x21,Standard,N/A,Cerah,Lancar,Motorcycle,Delivered,2026-09-20 16:37:00,1440,127,SAFE,Pakaian
100024000881,Same Day,STR-JKT-003,Rizky Pratama,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Gatot Subroto Kav. 22, RT 07/RW 04",Jakarta Barat,-6.18024,106.828505,-6.18633,106.789856,2026-09-20,22:03:00,22:28:00,0.9,15x14x10,Same_Day_Priority,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-21 06:28:00,480,958,SAFE,Snack & Makanan Kering
100024000882,Regular,STR-TGR-001,Rian Kusuma,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. TB Simatupang No. 30, RT 05/RW 02",Jakarta Selatan,-6.285631,106.906687,-6.257631,106.881836,2026-09-20,09:44:00,10:35:00,7.1,33x30x24,Standard,N/A,Cerah,Sedang,Motorcycle,Delivered,2026-09-21 10:35:00,1440,1205,SAFE,Kecantikan
100024000883,Next Day,STR-JKT-013,Gilang Permana,HUB-JAKBAR-KEBONJERUK,-6.189512,106.769941,"Jl. Senopati No. 18, RT 03/RW 08",Jakarta Barat,-6.236416,106.768618,-6.214955,106.769906,2026-09-20,13:11:00,14:07:00,7.1,31x27x29,Standard,N/A,Berawan,Sedang,Van,In_Transit,2026-09-21 14:07:00,1440,1417,SAFE,Buku
100024000884,Same Day,STR-BKS-001,Aditya Putra,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. H.R. Rasuna Said No. 8, RT 02/RW 07",Jakarta Pusat,-6.126142,106.840218,-6.138521,106.833377,2026-09-20,13:13:00,13:30:00,4.6,20x17x13,Same_Day_Priority,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 21:30:00,480,420,SAFE,Kosmetik
100024000885,Instant,STR-TGR-001,Rian Kusuma,HUB-TGR-BSD,-6.302143,106.652194,"Jl. Raya Darmo No. 55, RT 08/RW 05",Tangerang Selatan,-6.25424,106.690637,-6.279382,106.674006,2026-09-20,13:13:00,13:47:00,2.4,19x19x18,Instant_Direct,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-20 16:47:00,180,137,SAFE,Kebutuhan Pokok Cepat
100024000886,Instant,STR-JKT-005,Eko Prasetyo,HUB-JAKUT-SUNTER,-6.138472,106.865419,"Jl. M.H. Thamrin No. 12, RT 05/RW 06",Jakarta Utara,-6.084598,106.807883,-6.100296,106.823001,2026-09-20,11:27:00,12:11:00,2.5,11x22x13,Instant_Direct,N/A,Berawan,Padat,Motorcycle,In_Transit,2026-09-20 14:11:00,120,-19,BREACHED,Kebutuhan Pokok Cepat
100024000887,Regular,STR-BKS-001,Aditya Putra,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Boulevard Barat Kelapa Gading, RT 08/RW 01",Surabaya,-7.244402,112.701418,-7.253689,112.718075,2026-09-19,14:21:00,14:56:00,6.4,21x23x19,Standard,N/A,Cerah,Sedang,Motorcycle,In_Transit,2026-09-20 14:56:00,1440,26,MEDIUM_RISK,Elektronik
100024000888,PHARMA,STR-JKT-008,Bayu Nugroho,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Pemuda No. 71, RT 07/RW 07",Surabaya,-7.216421,112.799858,-7.231211,112.783906,2026-09-20,02:04:00,02:55:00,6.41,24x14x11,BPOM_Pharma,20.5,Berawan,Padat,Motorcycle,Assigned,2026-09-20 14:55:00,720,25,MEDIUM_RISK,Vaksin & Biologis
100024000889,Instant,STR-TGR-001,Rian Kusuma,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. Kebon Jeruk Raya No. 88, RT 05/RW 07",Surabaya,-7.301468,112.780985,-7.293814,112.773503,2026-09-21,06:08:00,07:01:00,1.0,17x11x15,Instant_Direct,N/A,Berawan,Padat,Motorcycle,Assigned,2026-09-21 09:01:00,120,1111,SAFE,Kebutuhan Pokok Cepat
100024000890,Dokumen,STR-JKT-014,Ilham Saputra,HUB-JAKPUS-TANAHABANG,-6.187841,106.814327,"Jl. Panjang No. 14, RT 02/RW 04",Jakarta Pusat,-6.119475,106.837988,-6.150447,106.826841,2026-09-18,13:46:00,14:45:00,0.28,35x25x2,Secure_Document_Pouch,N/A,Hujan Deras,Sedang,Motorcycle,In_Transit,2026-09-20 14:45:00,2880,15,MEDIUM_RISK,Dokumen Penting
100024000891,Mini Cargo,STR-JKT-002,Agus Prayitno,HUB-JAKSEL-TEBET,-6.225588,106.855324,"Jl. Margonda Raya No. 150, RT 06/RW 06",Jakarta Selatan,-6.228538,106.827514,-6.228703,106.833296,2026-09-19,10:25:00,11:04:00,12.7,31x34x28,Bulky_UMKM,N/A,Cerah,Sedang,Motorcycle,Delivered,2026-09-21 11:04:00,2880,1234,SAFE,Sparepart Motor
100024000892,Regular,STR-JKT-014,Ilham Saputra,HUB-SBY-GUBENG,-7.265412,112.752189,"Jl. H.R. Rasuna Said No. 8, RT 03/RW 02",Surabaya,-7.30413,112.689834,-7.269578,112.743888,2026-09-17,14:23:00,14:59:00,8.1,34x22x16,Standard,N/A,Cerah,Lancar,Motorcycle,In_Transit,2026-09-20 14:59:00,4320,29,MEDIUM_RISK,Perlengkapan Rumah
